,ID,Title,Topic,Section,Timestamp,RSS,Link,Image,Description,Source,Rating,JsonDict
53,53,Internet comedian Troy Kinne ready to tackle prime time TV,Technology,Internet,2019-05-21 20:34:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=846584AC25EF4048A3AB84C47CE58F84&url=https%3a%2f%2fwww.heraldsun.com.au%2fentertainment%2fconfidential%2finternet-comedian-troy-kinne-ready-to-tackle-primetime-tv%2fnews-story%2f8e7883dcf3ba82ce45529417a1afac60&c=10339564069593261289&mkt=en-au,http://www.bing.com/th?id=ON.465AC1ABBB54B862874F3757F3B35D83&pid=News,Last year Troy Kinne ran in his own election campaign. The Melbourne comedian’s TV sketch show Kinne Tonight was one of the eight programs in Ten’s Pilot Week experiment. “It was a weird feeling to be ...,heraldsun.com.au,6.0,"{
    ""ID"": 53,
    ""Title"": ""Internet comedian Troy Kinne ready to tackle prime time TV"",
    ""Topic"": ""Technology"",
    ""Section"": ""Internet"",
    ""Timestamp"": ""2019-05-21 20:34:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=846584AC25EF4048A3AB84C47CE58F84&url=https%3a%2f%2fwww.heraldsun.com.au%2fentertainment%2fconfidential%2finternet-comedian-troy-kinne-ready-to-tackle-primetime-tv%2fnews-story%2f8e7883dcf3ba82ce45529417a1afac60&c=10339564069593261289&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.465AC1ABBB54B862874F3757F3B35D83&pid=News"",
    ""Description"": ""Last year Troy Kinne ran in his own election campaign. The Melbourne comedian\u2019s TV sketch show Kinne Tonight was one of the eight programs in Ten\u2019s Pilot Week experiment. \u201cIt was a weird feeling to be ..."",
    ""Source"": ""heraldsun.com.au"",
    ""Rating"": 6.0
}"
54,54,Smart City Traffic Technology Revenues More than Double in Next 4 Years: Juniper,Technology,Technology_Latest,2019-05-21 20:27:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=212D58B2B8214856A4768BF0DE9AC040&url=https%3a%2f%2fwhich-50.com%2fsmart-city-traffic-technology-revenues-more-than-double-in-next-4-years-reaching-4-4-billion-by-2023-juniper%2f&c=11718023622054281010&mkt=en-au,http://www.bing.com/th?id=ON.1987FC47D3DE54D0927F2BADDBF680AB&pid=News,"Smart city traffic technology solutions deployed to ease chronic congestion in cities will generate $4.4 billion in revenue in 2023, up from $2 billion in 2019, according to a new study from Juniper ...",which-50.com,6.0,"{
    ""ID"": 54,
    ""Title"": ""Smart City Traffic Technology Revenues More than Double in Next 4 Years: Juniper"",
    ""Topic"": ""Technology"",
    ""Section"": ""Technology_Latest"",
    ""Timestamp"": ""2019-05-21 20:27:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=212D58B2B8214856A4768BF0DE9AC040&url=https%3a%2f%2fwhich-50.com%2fsmart-city-traffic-technology-revenues-more-than-double-in-next-4-years-reaching-4-4-billion-by-2023-juniper%2f&c=11718023622054281010&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.1987FC47D3DE54D0927F2BADDBF680AB&pid=News"",
    ""Description"": ""Smart city traffic technology solutions deployed to ease chronic congestion in cities will generate $4.4 billion in revenue in 2023, up from $2 billion in 2019, according to a new study from Juniper ..."",
    ""Source"": ""which-50.com"",
    ""Rating"": 6.0
}"
55,55,Poll: Is the permanent social Internet dying? Should it?,Technology,Internet,2019-05-21 20:12:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=846584AC25EF4048A3AB84C47CE58F84&url=https%3a%2f%2f9to5mac.com%2f2019%2f05%2f20%2fpermanent-social-internet%2f&c=5188915868550478787&mkt=en-au,http://www.bing.com/th?id=ON.3FDAC20C7C942C8CDFD71762EE6206D1&pid=News,"Instead, he suggests, we now prefer the Snapchat model of posts which are here now, gone tomorrow. Evan Spiegel, for all his faults, realized this early on. (He’s a very guarded, private person ...",9to5Mac,6.0,"{
    ""ID"": 55,
    ""Title"": ""Poll: Is the permanent social Internet dying? Should it?"",
    ""Topic"": ""Technology"",
    ""Section"": ""Internet"",
    ""Timestamp"": ""2019-05-21 20:12:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=846584AC25EF4048A3AB84C47CE58F84&url=https%3a%2f%2f9to5mac.com%2f2019%2f05%2f20%2fpermanent-social-internet%2f&c=5188915868550478787&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.3FDAC20C7C942C8CDFD71762EE6206D1&pid=News"",
    ""Description"": ""Instead, he suggests, we now prefer the Snapchat model of posts which are here now, gone tomorrow. Evan Spiegel, for all his faults, realized this early on. (He\u2019s a very guarded, private person ..."",
    ""Source"": ""9to5Mac"",
    ""Rating"": 6.0
}"
56,56,The technology challenges facing retailers,Technology,Technology_Latest,2019-05-21 19:59:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=212D58B2B8214856A4768BF0DE9AC040&url=https%3a%2f%2fwww.theshout.com.au%2fnational-liquor-news%2fthe-technology-challenges-facing-retailers%2f&c=5241915699259780570&mkt=en-au,http://www.bing.com/th?id=ON.BF1EA8A4E387698839BA80264F546157&pid=News,"Australia’s retail sector is facing a number of challenges, driven by advances in technology which have led to an explosion of consumer touchpoints in the market space, according to IRI. In IRI’s ...",The Shout,6.0,"{
    ""ID"": 56,
    ""Title"": ""The technology challenges facing retailers"",
    ""Topic"": ""Technology"",
    ""Section"": ""Technology_Latest"",
    ""Timestamp"": ""2019-05-21 19:59:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=212D58B2B8214856A4768BF0DE9AC040&url=https%3a%2f%2fwww.theshout.com.au%2fnational-liquor-news%2fthe-technology-challenges-facing-retailers%2f&c=5241915699259780570&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.BF1EA8A4E387698839BA80264F546157&pid=News"",
    ""Description"": ""Australia\u2019s retail sector is facing a number of challenges, driven by advances in technology which have led to an explosion of consumer touchpoints in the market space, according to IRI. In IRI\u2019s ..."",
    ""Source"": ""The Shout"",
    ""Rating"": 6.0
}"
57,57,"Summer Music Preview 2019: 15 Albums We Can""t Wait to Hear",Entertainment,Music,2019-05-21 19:58:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=279C9FC695EE4C8BB936C032865C6091&url=https%3a%2f%2fwww.etonline.com%2fsummer-music-preview-2019-15-albums-we-cant-wait-to-hear-124018&c=2137829128597609007&mkt=en-au,http://www.bing.com/th?id=ON.AEB8D03774C1C435610BF2814F049B9F&pid=News,"Summer""s here, and along with the heat and humidity, a fresh crop of new music is on the way. Now, the big question: Who will have this year""s Song of the Summer? From the Jonas Brothers’ already ...",Entertainment Tonight,6.0,"{
    ""ID"": 57,
    ""Title"": ""Summer Music Preview 2019: 15 Albums We Can\""t Wait to Hear"",
    ""Topic"": ""Entertainment"",
    ""Section"": ""Music"",
    ""Timestamp"": ""2019-05-21 19:58:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=279C9FC695EE4C8BB936C032865C6091&url=https%3a%2f%2fwww.etonline.com%2fsummer-music-preview-2019-15-albums-we-cant-wait-to-hear-124018&c=2137829128597609007&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.AEB8D03774C1C435610BF2814F049B9F&pid=News"",
    ""Description"": ""Summer\""s here, and along with the heat and humidity, a fresh crop of new music is on the way. Now, the big question: Who will have this year\""s Song of the Summer? From the Jonas Brothers\u2019 already ..."",
    ""Source"": ""Entertainment Tonight"",
    ""Rating"": 6.0
}"
58,58,"Mercy Ships celebrates 100,000th surgical procedure: ""It""s the purest form of medicine""",Health,Medicine,2019-05-21 19:55:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=E44E6BAC1F314543AD59E34BD459CEEF&url=https%3a%2f%2fwww.foxnews.com%2fhealth%2fmercy-ships-celebrates-100000th-surgery-its-the-purest-form-of-medicine&c=11310280867560146904&mkt=en-au,http://www.bing.com/th?id=ON.98E02034EAE394EBBD798570EAE5F22D&pid=News,"The majority of the world’s population doesn’t have immediate access to safe medical care, but that’s something Mercy Ships is hoping to change, one stop at a time. The Mercy Ships charity ...",Fox News,6.0,"{
    ""ID"": 58,
    ""Title"": ""Mercy Ships celebrates 100,000th surgical procedure: \""It\""s the purest form of medicine\"""",
    ""Topic"": ""Health"",
    ""Section"": ""Medicine"",
    ""Timestamp"": ""2019-05-21 19:55:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=E44E6BAC1F314543AD59E34BD459CEEF&url=https%3a%2f%2fwww.foxnews.com%2fhealth%2fmercy-ships-celebrates-100000th-surgery-its-the-purest-form-of-medicine&c=11310280867560146904&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.98E02034EAE394EBBD798570EAE5F22D&pid=News"",
    ""Description"": ""The majority of the world\u2019s population doesn\u2019t have immediate access to safe medical care, but that\u2019s something Mercy Ships is hoping to change, one stop at a time. The Mercy Ships charity ..."",
    ""Source"": ""Fox News"",
    ""Rating"": 6.0
}"
59,59,"Environment minister Melissa Price""s allies say she was gagged for ""tactical"" reasons in election",Science,Environment,2019-05-21 19:52:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=341AD002C1D3423BBD55501504305B39&url=https%3a%2f%2fwww.theguardian.com%2faustralia-news%2f2019%2fmay%2f22%2fenvironment-minister-melissa-prices-allies-say-she-was-gagged-for-tactical-reasons-in-election&c=5701912247583295312&mkt=en-au,http://www.bing.com/th?id=ON.4CC22ED58BB2D7D1DE537B0DB4D9BEFD&pid=News,"The environment minister, Melissa Price, was deliberately gagged during the election campaign, her supporters say. Photograph: Mike Bowers/The Guardian Supporters of the environment minister, Melissa ...",The Guardian,2.0,"{
    ""ID"": 59,
    ""Title"": ""Environment minister Melissa Price\""s allies say she was gagged for \""tactical\"" reasons in election"",
    ""Topic"": ""Science"",
    ""Section"": ""Environment"",
    ""Timestamp"": ""2019-05-21 19:52:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=341AD002C1D3423BBD55501504305B39&url=https%3a%2f%2fwww.theguardian.com%2faustralia-news%2f2019%2fmay%2f22%2fenvironment-minister-melissa-prices-allies-say-she-was-gagged-for-tactical-reasons-in-election&c=5701912247583295312&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.4CC22ED58BB2D7D1DE537B0DB4D9BEFD&pid=News"",
    ""Description"": ""The environment minister, Melissa Price, was deliberately gagged during the election campaign, her supporters say. Photograph: Mike Bowers/The Guardian Supporters of the environment minister, Melissa ..."",
    ""Source"": ""The Guardian"",
    ""Rating"": 2.0
}"
60,60,From the ruins of a condemned building springs art,Entertainment,Art,2019-05-21 19:50:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=D9073F93B859453A8B7A434EB328C13F&url=https%3a%2f%2fwww.smh.com.au%2fentertainment%2fart-and-design%2ffrom-the-ruins-of-a-condemned-building-springs-art-20190521-p51ps6.html&c=1755745749842147869&mkt=en-au,http://www.bing.com/th?id=ON.F57FEAC8DBA49B8B7197720BFFA995B9&pid=News,"Fifteen years ago, Mysterious Al was hosting illegal art parties with his friends in abandoned buildings in London. ""No galleries wanted to show us, it was that simple,"" says the British artist, who ...",The Sydney Morning Herald,1.0,"{
    ""ID"": 60,
    ""Title"": ""From the ruins of a condemned building springs art"",
    ""Topic"": ""Entertainment"",
    ""Section"": ""Art"",
    ""Timestamp"": ""2019-05-21 19:50:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=D9073F93B859453A8B7A434EB328C13F&url=https%3a%2f%2fwww.smh.com.au%2fentertainment%2fart-and-design%2ffrom-the-ruins-of-a-condemned-building-springs-art-20190521-p51ps6.html&c=1755745749842147869&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.F57FEAC8DBA49B8B7197720BFFA995B9&pid=News"",
    ""Description"": ""Fifteen years ago, Mysterious Al was hosting illegal art parties with his friends in abandoned buildings in London. \""No galleries wanted to show us, it was that simple,\"" says the British artist, who ..."",
    ""Source"": ""The Sydney Morning Herald"",
    ""Rating"": 1.0
}"
61,61,"What""s on in the Upper Lachlan | CADS take you back to music hall days",Entertainment,Music,2019-05-21 19:33:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=279C9FC695EE4C8BB936C032865C6091&url=https%3a%2f%2fwww.goulburnpost.com.au%2fstory%2f6151953%2fhead-back-to-music-hall-days%2f&c=17042569760270453789&mkt=en-au,http://www.bing.com/th?id=ON.52332E267D5ABB7ECD4E2D48AEEFF25A&pid=News,"""Back to those Music Hall Days"" will see a return to the good old days of Crookwell Amateur Dramatic Society in the 1990s with a selection of some of their popular ""old time"" musical numbers and skits ...",Goulburn Post,6.0,"{
    ""ID"": 61,
    ""Title"": ""What\""s on in the Upper Lachlan | CADS take you back to music hall days"",
    ""Topic"": ""Entertainment"",
    ""Section"": ""Music"",
    ""Timestamp"": ""2019-05-21 19:33:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=279C9FC695EE4C8BB936C032865C6091&url=https%3a%2f%2fwww.goulburnpost.com.au%2fstory%2f6151953%2fhead-back-to-music-hall-days%2f&c=17042569760270453789&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.52332E267D5ABB7ECD4E2D48AEEFF25A&pid=News"",
    ""Description"": ""\""Back to those Music Hall Days\"" will see a return to the good old days of Crookwell Amateur Dramatic Society in the 1990s with a selection of some of their popular \""old time\"" musical numbers and skits ..."",
    ""Source"": ""Goulburn Post"",
    ""Rating"": 6.0
}"
62,62,"Millions of Instagram influencers, celebrities, and brands reportedly had their private contact information exposed online",Entertainment,Celebrities,2019-05-21 19:32:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=3912939A28AB437F94EF6B7F0017A3A2&url=https%3a%2f%2fwww.businessinsider.com%2finstagram-influencers-celebrities-private-contact-info-exposed-report-2019-5&c=7216650035155790947&mkt=en-au,http://www.bing.com/th?id=ON.63759D56CDD442CA24997423DC897D35&pid=News,"Millions of influencers and personalities on Instagram had their private email addresses and phone numbers left exposed on an unprotected online database, TechCrunch reports. The public database ...",Business Insider,4.0,"{
    ""ID"": 62,
    ""Title"": ""Millions of Instagram influencers, celebrities, and brands reportedly had their private contact information exposed online"",
    ""Topic"": ""Entertainment"",
    ""Section"": ""Celebrities"",
    ""Timestamp"": ""2019-05-21 19:32:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=3912939A28AB437F94EF6B7F0017A3A2&url=https%3a%2f%2fwww.businessinsider.com%2finstagram-influencers-celebrities-private-contact-info-exposed-report-2019-5&c=7216650035155790947&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.63759D56CDD442CA24997423DC897D35&pid=News"",
    ""Description"": ""Millions of influencers and personalities on Instagram had their private email addresses and phone numbers left exposed on an unprotected online database, TechCrunch reports. The public database ..."",
    ""Source"": ""Business Insider"",
    ""Rating"": 4.0
}"
63,63,Global biometrics institute urges responsible use of technology,Technology,Technology_Latest,2019-05-21 19:25:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=212D58B2B8214856A4768BF0DE9AC040&url=https%3a%2f%2fwww.cio.com.au%2farticle%2f661921%2fglobal-biometrics-institute-urges-responsible-use-technology%2f%3ffp%3d16%26fpid%3d1&c=16835404493985909190&mkt=en-au,http://www.bing.com/th?id=ON.EC9A0F7481DA6D72A33F730875F0F46A&pid=News,"The international Biometrics Institute is calling on all law enforcement agencies, border management and governments to use existing good practices to ensure responsible use of biometrics. The call ...",CIO,6.0,"{
    ""ID"": 63,
    ""Title"": ""Global biometrics institute urges responsible use of technology"",
    ""Topic"": ""Technology"",
    ""Section"": ""Technology_Latest"",
    ""Timestamp"": ""2019-05-21 19:25:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=212D58B2B8214856A4768BF0DE9AC040&url=https%3a%2f%2fwww.cio.com.au%2farticle%2f661921%2fglobal-biometrics-institute-urges-responsible-use-technology%2f%3ffp%3d16%26fpid%3d1&c=16835404493985909190&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.EC9A0F7481DA6D72A33F730875F0F46A&pid=News"",
    ""Description"": ""The international Biometrics Institute is calling on all law enforcement agencies, border management and governments to use existing good practices to ensure responsible use of biometrics. The call ..."",
    ""Source"": ""CIO"",
    ""Rating"": 6.0
}"
64,64,Japanese automakers tout US-based jobs at all-time high as Trump ramps up trade war,Business,Jobs,2019-05-21 19:11:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=F5AE2432DBDD4EEDBAE70B04793752FB&url=https%3a%2f%2fwww.cnbc.com%2f2019%2f05%2f21%2fjapanese-automakers-tout-all-time-high-us-job-creation-pressure-on-trump.html&c=18106867274798994900&mkt=en-au,http://www.bing.com/th?id=ON.59F19BC05C8A98571319D5CA09CCF857&pid=News,"The group also estimates its members have created almost 94,000 manufacturing jobs at their U.S. plants and more than 1.6 million indirect jobs, like at dealerships and suppliers in the U.S. ""These ...",CNBC,3.0,"{
    ""ID"": 64,
    ""Title"": ""Japanese automakers tout US-based jobs at all-time high as Trump ramps up trade war"",
    ""Topic"": ""Business"",
    ""Section"": ""Jobs"",
    ""Timestamp"": ""2019-05-21 19:11:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=F5AE2432DBDD4EEDBAE70B04793752FB&url=https%3a%2f%2fwww.cnbc.com%2f2019%2f05%2f21%2fjapanese-automakers-tout-all-time-high-us-job-creation-pressure-on-trump.html&c=18106867274798994900&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.59F19BC05C8A98571319D5CA09CCF857&pid=News"",
    ""Description"": ""The group also estimates its members have created almost 94,000 manufacturing jobs at their U.S. plants and more than 1.6 million indirect jobs, like at dealerships and suppliers in the U.S. \""These ..."",
    ""Source"": ""CNBC"",
    ""Rating"": 3.0
}"
65,65,$20 million on the table for regional mobile black spots,Technology,Mobile,2019-05-21 19:06:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=A66325CB02FE46D2885AAC8A8B002DFD&url=https%3a%2f%2fwww.farmweekly.com.au%2fstory%2f6147633%2f20-million-on-the-table-for-regional-mobile-black-spots%2f&c=13487126204041879030&mkt=en-au,http://www.bing.com/th?id=ON.9C87E90EF76F376459DB08A9D9E9444D&pid=News,"The State government is stepping up efforts to close the digital divide in regional Western Australia, setting aside $20.7 million for the Regional Telecommunications Project. Poor digital ...",Farm Weekly,5.0,"{
    ""ID"": 65,
    ""Title"": ""$20 million on the table for regional mobile black spots"",
    ""Topic"": ""Technology"",
    ""Section"": ""Mobile"",
    ""Timestamp"": ""2019-05-21 19:06:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=A66325CB02FE46D2885AAC8A8B002DFD&url=https%3a%2f%2fwww.farmweekly.com.au%2fstory%2f6147633%2f20-million-on-the-table-for-regional-mobile-black-spots%2f&c=13487126204041879030&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.9C87E90EF76F376459DB08A9D9E9444D&pid=News"",
    ""Description"": ""The State government is stepping up efforts to close the digital divide in regional Western Australia, setting aside $20.7 million for the Regional Telecommunications Project. Poor digital ..."",
    ""Source"": ""Farm Weekly"",
    ""Rating"": 5.0
}"
66,66,Roy and H.G. join Macquarie Sports Radio for Cricket World Cup,Sports,Sports,2019-05-21 19:06:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=4AC55A59D9F84BF7A3B3D2990A7916CD&url=https%3a%2f%2fradiotoday.com.au%2froy-and-h-g-join-macquarie-sports-radio-for-cricket-world-cup%2f&c=5768652462797891599&mkt=en-au,http://www.bing.com/th?id=ON.B834C33D76DC0C75DD908E7356B8D41A&pid=News,Macquarie Sports Radio has secured the services of legendary sports commentary duo ‘Rampaging’ Roy Slaven and H.G. Nelson. The duo is joining Macquarie for its exclusive coverage of the 2019 ICC ...,Radio Today,6.0,"{
    ""ID"": 66,
    ""Title"": ""Roy and H.G. join Macquarie Sports Radio for Cricket World Cup"",
    ""Topic"": ""Sports"",
    ""Section"": ""Sports"",
    ""Timestamp"": ""2019-05-21 19:06:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=4AC55A59D9F84BF7A3B3D2990A7916CD&url=https%3a%2f%2fradiotoday.com.au%2froy-and-h-g-join-macquarie-sports-radio-for-cricket-world-cup%2f&c=5768652462797891599&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.B834C33D76DC0C75DD908E7356B8D41A&pid=News"",
    ""Description"": ""Macquarie Sports Radio has secured the services of legendary sports commentary duo \u2018Rampaging\u2019 Roy Slaven and H.G. Nelson. The duo is joining Macquarie for its exclusive coverage of the 2019 ICC ..."",
    ""Source"": ""Radio Today"",
    ""Rating"": 6.0
}"
67,67,"Treasury official warns on US-China ""war of technology""",Technology,Technology_Latest,2019-05-21 18:57:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=212D58B2B8214856A4768BF0DE9AC040&url=https%3a%2f%2fwww.smh.com.au%2fpolitics%2ffederal%2ftreasury-official-warns-on-us-china-war-of-technology-20190521-p51pnz.html&c=10930351960794195086&mkt=en-au,http://www.bing.com/th?id=ON.5B7E24C59E1E03595F1BBD4D8C8FA6DC&pid=News,"A top Treasury official has warned of a possible ""war of technology"" between the United States and China that could divide the world and harm growth in countries such as Australia. Underscoring the ...",The Sydney Morning Herald,6.0,"{
    ""ID"": 67,
    ""Title"": ""Treasury official warns on US-China \""war of technology\"""",
    ""Topic"": ""Technology"",
    ""Section"": ""Technology_Latest"",
    ""Timestamp"": ""2019-05-21 18:57:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=212D58B2B8214856A4768BF0DE9AC040&url=https%3a%2f%2fwww.smh.com.au%2fpolitics%2ffederal%2ftreasury-official-warns-on-us-china-war-of-technology-20190521-p51pnz.html&c=10930351960794195086&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.5B7E24C59E1E03595F1BBD4D8C8FA6DC&pid=News"",
    ""Description"": ""A top Treasury official has warned of a possible \""war of technology\"" between the United States and China that could divide the world and harm growth in countries such as Australia. Underscoring the ..."",
    ""Source"": ""The Sydney Morning Herald"",
    ""Rating"": 6.0
}"
68,68,Optus switches on new mobile tower in Taree,Technology,Mobile,2019-05-21 18:55:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=A66325CB02FE46D2885AAC8A8B002DFD&url=https%3a%2f%2fwww.itwire.com%2fmobility%2foptus-switches-on-new-mobile-tower-in-taree.html&c=6612345772141352951&mkt=en-au,http://www.bing.com/th?id=ON.D6B8E111CC43A6A1F3C7ADA451829123&pid=News,"Australia""s second biggest telco, Singtel Optus, has switched on a new mobile tower in Taree which, it says, will improve coverage in the Mid North Coast area. Areas covered include the Old Bar Road ...",ITWire,5.0,"{
    ""ID"": 68,
    ""Title"": ""Optus switches on new mobile tower in Taree"",
    ""Topic"": ""Technology"",
    ""Section"": ""Mobile"",
    ""Timestamp"": ""2019-05-21 18:55:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=A66325CB02FE46D2885AAC8A8B002DFD&url=https%3a%2f%2fwww.itwire.com%2fmobility%2foptus-switches-on-new-mobile-tower-in-taree.html&c=6612345772141352951&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.D6B8E111CC43A6A1F3C7ADA451829123&pid=News"",
    ""Description"": ""Australia\""s second biggest telco, Singtel Optus, has switched on a new mobile tower in Taree which, it says, will improve coverage in the Mid North Coast area. Areas covered include the Old Bar Road ..."",
    ""Source"": ""ITWire"",
    ""Rating"": 5.0
}"
69,69,First TV and film productions leave Georgia over abortion law,Entertainment,TV,2019-05-21 18:50:03,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=3BC835C7CEF547F8B9D988282B254CFA&url=https%3a%2f%2fwww.msn.com%2fen-us%2fmovies%2fnews%2ffirst-tv-and-film-productions-leave-georgia-over-abortion-law%2far-AABHmfD&c=801982020820623179&mkt=en-au,http://www.bing.com/th?id=ON.08CE3F86A574B8C9C3FF959FA8CD0DDC&pid=News,"After several TV and film companies vowed to pull their businesses from Georgia, one director said they""ve already canceled plans to shoot a TV show there. Emmy-winning director Reed Morano told TIME ...",CBS News on MSN.com.au,3.0,"{
    ""ID"": 69,
    ""Title"": ""First TV and film productions leave Georgia over abortion law"",
    ""Topic"": ""Entertainment"",
    ""Section"": ""TV"",
    ""Timestamp"": ""2019-05-21 18:50:03"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=3BC835C7CEF547F8B9D988282B254CFA&url=https%3a%2f%2fwww.msn.com%2fen-us%2fmovies%2fnews%2ffirst-tv-and-film-productions-leave-georgia-over-abortion-law%2far-AABHmfD&c=801982020820623179&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.08CE3F86A574B8C9C3FF959FA8CD0DDC&pid=News"",
    ""Description"": ""After several TV and film companies vowed to pull their businesses from Georgia, one director said they\""ve already canceled plans to shoot a TV show there. Emmy-winning director Reed Morano told TIME ..."",
    ""Source"": ""CBS News on MSN.com.au"",
    ""Rating"": 3.0
}"
70,70,The history of virtual reality,Technology,Virtual Reality,2019-05-21 18:24:00,Bing,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=D8A83BC03A87446A9D437282DF817A1D&url=https%3a%2f%2fwww.musictech.net%2ffeatures%2ftrends%2fvirtual-reality-history%2f&c=16809808106570506654&mkt=en-au,http://www.bing.com/th?id=ON.C4D087B4D402554D9C2F2621D2E32843&pid=News,"Let’s take a look back at the history of virtual reality, and how this technology – which could dramatically affect music-makers – has advanced over the last few decades. The know-how to create ...",MusicTech,1.0,"{
    ""ID"": 70,
    ""Title"": ""The history of virtual reality"",
    ""Topic"": ""Technology"",
    ""Section"": ""Virtual Reality"",
    ""Timestamp"": ""2019-05-21 18:24:00"",
    ""RSS"": ""Bing"",
    ""Link"": ""http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=D8A83BC03A87446A9D437282DF817A1D&url=https%3a%2f%2fwww.musictech.net%2ffeatures%2ftrends%2fvirtual-reality-history%2f&c=16809808106570506654&mkt=en-au"",
    ""Image"": ""http://www.bing.com/th?id=ON.C4D087B4D402554D9C2F2621D2E32843&pid=News"",
    ""Description"": ""Let\u2019s take a look back at the history of virtual reality, and how this technology \u2013 which could dramatically affect music-makers \u2013 has advanced over the last few decades. The know-how to create ..."",
    ""Source"": ""MusicTech"",
    ""Rating"": 1.0
}"
